config,amplitude,probability
000000000000,0.00046986869352656985,2.2077658915636563e-7
100000000000,0.0010698360067727506,1.1445490813874645e-6
010000000000,0.001069836006075372,1.144549079895303e-6
110000000000,0.000865198327961103,7.485681467066883e-7
001000000000,0.0010698360059944547,1.1445490797221668e-6
101000000000,0.003105603006106193,9.644770031535822e-6
011000000000,0.0008651983282108614,7.485681471388695e-7
111000000000,0.0009938389505564954,9.87715859643236e-7
000100000000,0.0010698360059943498,1.1445490797219421e-6
100100000000,0.0019820384012204937,3.928476223912691e-6
010100000000,0.0031056030062003286,9.644770032120517e-6
110100000000,0.002178043230925922,4.743872315782229e-6
001100000000,0.0008651983282673819,7.485681472366722e-7
101100000000,0.002178043230891553,4.743872315632514e-6
011100000000,0.0009938389507525532,9.877158600329358e-7
111100000000,0.0008951295296712415,8.01256874889458e-7
000010000000,0.0010698360060752618,1.1445490798950674e-6
100010000000,0.0028032262736034023,7.858077541020419e-6
010010000000,0.001982038401298544,3.9284762242220885e-6
110010000000,0.00188096745061905,3.5380385502883285e-6
001010000000,0.0031056030062003434,9.64477003212061e-6
101010000000,0.009580127675761716,9.17788462838956e-5
011010000000,0.0021780432310119576,4.743872316157006e-6
111010000000,0.002845699662782143,8.098006570758404e-6
000110000000,0.0008651983282107674,7.485681471387068e-7
100110000000,0.0018809674505592187,3.5380385500632472e-6
010110000000,0.002178043231012063,4.7438723161574655e-6
110110000000,0.0017221350578962675,2.9657491576353808e-6
001110000000,0.0009938389507526122,9.877158600330532e-7
101110000000,0.002845699662815663,8.098006570949181e-6
011110000000,0.000895129529042229,8.012568737633627e-7
111110000000,0.0009798932300815696,9.60190742359692e-7
000001000000,0.0010698360067727297,1.14454908138742e-6
100001000000,0.0021086442811465572,4.4463807044120805e-6
010001000000,0.0028032262736035003,7.858077541020967e-6
110001000000,0.002008740909873774,4.035040043000518e-6
001001000000,0.001982038401220283,3.928476223911855e-6
101001000000,0.005220037221088553,2.7248788589549903e-5
011001000000,0.0018809674505591563,3.538038550063012e-6
111001000000,0.0018491358175219748,3.4193032716426627e-6
000101000000,0.0031056030061061835,9.644770031535763e-6
100101000000,0.0052200372210885635,2.724878858955001e-5
010101000000,0.009580127675761682,9.177884628389493e-5
110101000000,0.006299900699172231,3.968874881943076e-5
001101000000,0.00217804323089174,4.743872315633328e-6
101101000000,0.004937098844857964,2.437494500389784e-5
011101000000,0.0028456996628155574,8.098006570948578e-6
111101000000,0.0022850246167535754,5.221337499169824e-6
000011000000,0.0008651983279610578,7.485681467066101e-7
100011000000,0.0020087409098737477,4.035040043000412e-6
010011000000,0.0018809674506190008,3.5380385502881434e-6
110011000000,0.0015467590848162165,2.3924636664614996e-6
001011000000,0.002178043230925881,4.7438723157820495e-6
101011000000,0.006299900699172139,3.9688748819429603e-5
011011000000,0.0017221350578962955,2.965749157635477e-6
111011000000,0.0019879488366198184,3.95194057701809e-6
000111000000,0.0009938389505564447,9.877158596431353e-7
100111000000,0.0018491358175220555,3.419303271642961e-6
010111000000,0.0028456996627820325,8.098006570757775e-6
110111000000,0.0019879488366199316,3.951940577018539e-6
001111000000,0.0008951295296713711,8.012568748896901e-7
101111000000,0.002285024616753714,5.221337499170459e-6
011111000000,0.0009798932300816127,9.601907423597764e-7
111111000000,0.0009009060343920643,8.116316828040353e-7
000000100000,0.001069836006832441,1.1445490815151827e-6
100000100000,0.0027520627728470563,7.573849505690629e-6
010000100000,0.0021086442804886998,4.446380701637706e-6
110000100000,0.0019579086193066654,3.833406161555333e-6
001000100000,0.0028032262739421106,7.85807754291937e-6
101000100000,0.008697270893705542,7.564252099849758e-5
011000100000,0.00200874090965028,4.0350400421026355e-6
111000100000,0.0026191852684788863,6.860131470616815e-6
000100100000,0.001982038401472745,3.928476224912635e-6
100100100000,0.004208302370689847,1.770980884315378e-5
010100100000,0.005220037221136287,2.7248788590048243e-5
110100100000,0.004097463942824735,1.678921076274882e-5
001100100000,0.0018809674500415454,3.5380385481157935e-6
101100100000,0.005272147176515416,2.7795535850839463e-5
011100100000,0.0018491358180737134,3.4193032736831417e-6
111100100000,0.001936899160197022,3.751578356771929e-6
000010100000,0.003105603006435836,9.644770033583302e-6
100010100000,0.008697270894499513,7.564252101230833e-5
010010100000,0.005220037221290382,2.7248788591657013e-5
110010100000,0.005460265796572608,2.98145025692207e-5
001010100000,0.009580127675595745,9.177884628071554e-5
101010100000,0.030634086444434785,0.0009384472522851032
011010100000,0.006299900699194172,3.968874881970721e-5
111010100000,0.008853476654420921,7.838404887037628e-5
000110100000,0.002178043230435509,4.743872313645947e-6
100110100000,0.0052721471757744744,2.7795535843026763e-5
010110100000,0.004937098844813561,2.4374945003459397e-5
110110100000,0.004364508131405306,1.9048931229103037e-5
001110100000,0.00284569966318937,8.098006573076094e-6
101110100000,0.008663812761121888,7.506165155977845e-5
011110100000,0.002285024616555511,5.221337498264661e-6
111110100000,0.0028033102496197487,7.85854835562314e-6
000001100000,0.0008651983279286313,7.485681466504993e-7
100001100000,0.0019579086224932305,3.833406174033339e-6
010001100000,0.0020087409110519255,4.03504004773372e-6
110001100000,0.0016222265394755105,2.6316189453786906e-6
001001100000,0.001880967450727953,3.538038550698015e-6
101001100000,0.005460265796499255,2.981450256841965e-5
011001100000,0.0015467590841730006,2.3924636644716994e-6
111001100000,0.001767596840581605,3.1243985908340715e-6
000101100000,0.0021780432308448065,4.7438723154288825e-6
100101100000,0.004097463942118783,1.6789210756963596e-5
010101100000,0.006299900698857222,3.968874881546171e-5
110101100000,0.004493386199596554,2.0190519538724763e-5
001101100000,0.0017221350577550244,2.9657491571489014e-6
101101100000,0.004364508130477059,1.904893122100035e-5
011101100000,0.001987948836906075,3.951940578156216e-6
111101100000,0.0018067464081048747,3.264332583199866e-6
000011100000,0.0009938389496026696,9.877158577473377e-7
100011100000,0.002619185265422535,6.860131454606515e-6
010011100000,0.0018491358168726722,3.419303269241365e-6
110011100000,0.0017675968411819424,3.1243985929563807e-6
001011100000,0.0028456996628107266,8.098006570921085e-6
101011100000,0.008853476654055906,7.838404886391297e-5
011011100000,0.0019879488369731343,3.951940578422837e-6
111011100000,0.0026279342800212503,6.9060385801108065e-6
000111100000,0.0008951295304135931,8.012568762184597e-7
100111100000,0.0019368991613666858,3.751578361302971e-6
010111100000,0.00228502461709011,5.221337500707804e-6
110111100000,0.0018067464075517449,3.2643325812011353e-6
001111100000,0.0009798932304974667,9.601907431747614e-7
101111100000,0.0028033102532204145,7.858548375810706e-6
011111100000,0.0009009060341858638,8.116316824325007e-7
111111100000,0.00097989323007725,9.601907423512263e-7
000000010000,0.0010698360060519922,1.1445490798452782e-6
100000010000,0.0021086442803862717,4.446380701205737e-6
010000010000,0.0027520627737786583,7.573849510818283e-6
110000010000,0.001957908621621474,3.8334061706197e-6
001000010000,0.0021086442795677438,4.446380697753769e-6
101000010000,0.005523840584249434,3.051281480020113e-5
011000010000,0.0019579086215956885,3.833406170518729e-6
111000010000,0.0019246032714266704,3.704097752386242e-6
000100010000,0.0028032262736782947,7.858077541440298e-6
100100010000,0.004591876522327476,2.1085329996302283e-5
010100010000,0.008697270893832045,7.564252100069805e-5
110100010000,0.005585988541755356,3.120326798862213e-5
001100010000,0.0020087409109905917,4.035040047487313e-6
101100010000,0.0044770443815533535,2.004392639439845e-5
011100010000,0.0026191852658768917,6.860131456986603e-6
111100010000,0.0020646726217782995,4.262873035120877e-6
000010010000,0.00198203840147624,3.928476224926489e-6
100010010000,0.004591876522239029,2.1085329995490002e-5
010010010000,0.004208302370295248,1.77098088398326e-5
110010010000,0.003451066689950666,1.1909861298487047e-5
001010010000,0.005220037221499185,2.7248788593836926e-5
101010010000,0.014873830270840382,0.0002212308269257677
011010010000,0.004097463942393014,1.67892107592109e-5
111010010000,0.004669663917499394,2.1805761102395794e-5
000110010000,0.0018809674504872516,3.5380385497925114e-6
100110010000,0.003529487826926579,1.2457284320422902e-5
010110010000,0.0052721471766595295,2.7795535852359044e-5
110110010000,0.003676914030800305,1.3519696789896148e-5
001110010000,0.001849135817001197,3.4193032697166847e-6
101110010000,0.004747622624237342,2.253992058217027e-5
011110010000,0.001936899160928015,3.7515783596036484e-6
111110010000,0.0018067464080328236,3.26433258293951e-6
000001010000,0.0031056030064670905,9.64477003377743e-6
100001010000,0.005523840584494521,3.0512814802908774e-5
010001010000,0.008697270893816339,7.564252100042484e-5
110001010000,0.005774107161453768,3.3340313511951686e-5
001001010000,0.0052200372215223615,2.7248788594078893e-5
101001010000,0.012571057243305811,0.0001580314802144715
011001010000,0.00546026579658145,2.9814502569317257e-5
111001010000,0.004798541987270275,2.302600520359576e-5
000101010000,0.009580127675753832,9.177884628374453e-5
100101010000,0.014873830270699662,0.0002212308269215816
010101010000,0.030634086444727277,0.0009384472523030235
110101010000,0.019084888564259224,0.00036423297151019253
001101010000,0.006299900698884015,3.9688748815799295e-5
101101010000,0.013083883753205187,0.00017118801406738667
011101010000,0.008853476654025078,7.83840488633671e-5
111101010000,0.006548562785740331,4.2883674558783176e-5
000011010000,0.002178043230837722,4.743872315398021e-6
100011010000,0.004477044381460017,2.0043926393562706e-5
010011010000,0.005272147176595428,2.779553585168314e-5
110011010000,0.0038665779251495468,1.4950424851253774e-5
001011010000,0.00493709884462469,2.4374945001594444e-5
101011010000,0.01308388375315421,0.00017118801406605273
011011010000,0.004364508130491292,1.9048931221124586e-5
111011010000,0.004413640934019061,1.948022629444865e-5
000111010000,0.0028456996626081282,8.098006569768016e-6
100111010000,0.004747622624481577,2.2539920584489334e-5
